username,first_name,last_name,middle_name,email,gender,birth_date,mobile_number,department
2021-3981-MN-0,Shata,Esteban ,Ilagan ,siesteban@iskolarngbayan.pup.edu.ph,M,2004-01-11,(0974) 5072456,BSEE
2021-6018-MN-0,Shenay,Córpuz ,Ábalos ,sácórpuz@iskolarngbayan.pup.edu.ph,F,2003-02-27,(0963) 3653730,BSESS
2021-8350-MN-0,Edgar,Guillermo ,Prado ,epguillermo@iskolarngbayan.pup.edu.ph,M,2004-03-25,(0915) 6530247,BAH
2021-5852-MN-0,Ranisha,Villarín ,Ortega ,rovillarín@iskolarngbayan.pup.edu.ph,F,2004-11-18,(0964) 3844635,DEM
2021-7126-MN-0,Shamarra,Paredes ,Donato ,sdparedes@iskolarngbayan.pup.edu.ph,F,2004-10-05,(0976) 4136906,BSID
2021-8098-MN-0,Damien,Villaruel ,dela Vega ,ddvillaruel@iskolarngbayan.pup.edu.ph,M,2003-07-04,(0954) 3834876,BSIT
2021-1685-MN-0,Kelechi,Pineda ,Pancho ,kppineda@iskolarngbayan.pup.edu.ph,M,2002-12-10,(0973) 7147767,BSID
2021-6680-MN-0,Hillari,Robles ,Parás ,hprobles@iskolarngbayan.pup.edu.ph,F,2002-06-11,(0997) 3624276,BTLEd-HE
2021-3036-MN-0,Susy,Manalang ,Marquez ,smmanalang@iskolarngbayan.pup.edu.ph,M,2002-05-30,(0975) 4247822,BSTRM
2021-2757-MN-0,Kaila,Asis ,Villaflor ,kvasis@iskolarngbayan.pup.edu.ph,F,2004-01-08,(0905) 7492967,BSEd-SS
2021-3373-MN-0,Mistie,Barrios ,Chua ,mcbarrios@iskolarngbayan.pup.edu.ph,M,2004-08-09,(0954) 6546816,MLIS
2021-6137-MN-0,Antiono,Tolentino ,Barrientos ,abtolentino@iskolarngbayan.pup.edu.ph,M,2002-10-29,(0977) 3210286,BSEd-ENG
2021-1688-MN-0,Herminia,Basco ,Alfonso ,habasco@iskolarngbayan.pup.edu.ph,F,2003-12-18,(0978) 7617336,BSESS
2021-9920-MN-0,Carlee,Esguerra ,Salas ,csesguerra@iskolarngbayan.pup.edu.ph,F,2002-05-06,(0906) 7579364,BSCHEM
2021-8185-MN-0,Gordon,Pilapil ,Espíritu ,gepilapil@iskolarngbayan.pup.edu.ph,M,2002-07-22,(0953) 2428997,DEET
2021-3375-MN-0,Talal,Narciso ,Chua ,tcnarciso@iskolarngbayan.pup.edu.ph,M,2004-01-02,(0964) 9776869,BAPS
2021-3554-MN-0,Stavros,Torres ,Mejía ,smtorres@iskolarngbayan.pup.edu.ph,F,2002-04-06,(0905) 8621515,BSPSY
2021-5245-MN-0,Vannak,Pascual ,Zapanta ,vzpascual@iskolarngbayan.pup.edu.ph,F,2004-07-15,(0906) 2918054,BSIE
2021-7610-MN-0,Letonya,Tobias ,Recto ,lrtobias@iskolarngbayan.pup.edu.ph,M,2004-10-09,(0973) 1094547,BAPE
2021-2827-MN-0,Thi,Natividad ,Mallari ,tmnatividad@iskolarngbayan.pup.edu.ph,M,2004-02-24,(0906) 4885574,MPES
2021-6585-MN-0,Ardell,Yap ,Padua ,apyap@iskolarngbayan.pup.edu.ph,F,2003-04-12,(0963) 7621826,BSIT
2021-0616-MN-0,Celeste,Angeles ,Rico ,crangeles@iskolarngbayan.pup.edu.ph,M,2003-11-14,(0927) 8812512,BSMATH
2021-3284-MN-0,Kamilah,Castor ,Manlangit ,kmcastor@iskolarngbayan.pup.edu.ph,F,2003-11-08,(0955) 1060893,BEEd
2021-2850-MN-0,Ramero,Asis ,Marcos ,rmasis@iskolarngbayan.pup.edu.ph,F,2003-10-31,(0964) 3043192,BS-ARCH
2021-8875-MN-0,Antjuan,Alejo ,de Mesa ,adalejo@iskolarngbayan.pup.edu.ph,M,2004-06-16,(0974) 2674809,BSBAHRM
2021-2930-MN-0,Shanna,Sabado ,Tan ,stsabado@iskolarngbayan.pup.edu.ph,F,2004-07-17,(0937) 2555705,BSHM
2021-7449-MN-0,Garrette,Quiñones ,Ariola ,gaquiñones@iskolarngbayan.pup.edu.ph,M,2004-04-08,(0997) 4043342,BTLEd-ICT
2021-8373-MN-0,Stina,Velasco ,Vásquez ,svvelasco@iskolarngbayan.pup.edu.ph,M,2003-09-30,(0917) 6594655,BSEd-SCI
2021-3286-MN-0,Roshell,Toledo ,Frias ,rftoledo@iskolarngbayan.pup.edu.ph,M,2004-09-24,(0978) 4608589,MEM-EL
2021-6166-MN-0,Angelo,Legaspi ,Cristóbal ,aclegaspi@iskolarngbayan.pup.edu.ph,M,2002-05-08,(0965) 1950125,BSID
2021-6364-MN-0,Deja,Zamora ,Mercado ,dmzamora@iskolarngbayan.pup.edu.ph,M,2002-01-19,(0954) 4849953,DCET
2021-6411-MN-0,Jamiee,Uy ,Acuña ,jauy@iskolarngbayan.pup.edu.ph,M,2003-12-14,(0979) 9816324,MLIS
2021-3532-MN-0,Marielena,Alfaro ,Bacus ,mbalfaro@iskolarngbayan.pup.edu.ph,F,2002-03-05,(0915) 8765275,MBA
2021-0930-MN-0,Lynae,Pangilinan ,Miguel ,lmpangilinan@iskolarngbayan.pup.edu.ph,M,2003-09-11,(0906) 1556948,BSCHEM
2021-4708-MN-0,Ranee,Go ,Rico ,rrgo@iskolarngbayan.pup.edu.ph,M,2004-12-11,(0976) 3725986,BSTRM
2021-6903-MN-0,Phoua,Silva ,Viernes ,pvsilva@iskolarngbayan.pup.edu.ph,F,2004-08-25,(0964) 4646363,BSND
2021-2615-MN-0,Deldrick,Abad ,Moreno ,dmabad@iskolarngbayan.pup.edu.ph,M,2003-12-04,(0975) 1324351,BPA
2021-1012-MN-0,Lachandra,Dulay ,de Jesús ,lddulay@iskolarngbayan.pup.edu.ph,F,2003-10-07,(0916) 1408117,BSAPMATH
2021-9040-MN-0,Brittiny,Marquez ,Saysón ,bsmarquez@iskolarngbayan.pup.edu.ph,F,2003-09-28,(0977) 4277156,BTLEd-IA
2021-2558-MN-0,Jeralyn,Sagun ,Villena ,jvsagun@iskolarngbayan.pup.edu.ph,F,2003-10-31,(0977) 2665079,BSAPMATH
2021-7920-MN-0,Penelope,Cabrera ,Mendoza ,pmcabrera@iskolarngbayan.pup.edu.ph,M,2002-05-19,(0917) 2645246,BSEd-SCI
2021-4309-MN-0,Terrel,Pascua ,Co ,tcpascua@iskolarngbayan.pup.edu.ph,M,2002-05-11,(0976) 7046802,BSESS
2021-8462-MN-0,Glenna,Rivas ,de Jesús ,gdrivas@iskolarngbayan.pup.edu.ph,M,2004-11-28,(0953) 5375550,BSEd-MATH
2021-7226-MN-0,Presley,Aguilar ,Macaraeg ,pmaguilar@iskolarngbayan.pup.edu.ph,F,2003-04-05,(0975) 7239534,BSME
2021-9643-MN-0,Nikolai,Centeno ,Cariaga ,nccenteno@iskolarngbayan.pup.edu.ph,F,2004-05-21,(0977) 8159784,BTLEd-HE
2021-5309-MN-0,Hisham,Alarcón ,Malinao ,hmalarcón@iskolarngbayan.pup.edu.ph,F,2002-12-03,(0927) 3696671,BSENTREP
2021-2466-MN-0,Joelene,Torres ,Ventura ,jvtorres@iskolarngbayan.pup.edu.ph,F,2002-11-06,(0999) 8984010,DBA
2021-5151-MN-0,Jesselee,Buenaventura ,Omar ,jobuenaventura@iskolarngbayan.pup.edu.ph,F,2002-02-22,(0915) 1802774,DICT
2021-6614-MN-0,Tyese,Hipolito ,Valenzuela ,tvhipolito@iskolarngbayan.pup.edu.ph,M,2004-03-31,(0973) 2098742,DPA
2021-7192-MN-0,Lisabeth,Bernabe ,Serrano ,lsbernabe@iskolarngbayan.pup.edu.ph,M,2003-11-10,(0999) 3841087,DECET
2021-1412-MN-0,Kari,Pablo ,de los Santos ,kdpablo@iskolarngbayan.pup.edu.ph,M,2003-01-27,(0998) 3097882,ABELS
2021-3398-MN-0,Elsy,Rojas ,Abella ,earojas@iskolarngbayan.pup.edu.ph,F,2003-11-05,(0916) 9083990,BPA
2021-0086-MN-0,Kimberlly,Abella ,Pelayo ,kpabella@iskolarngbayan.pup.edu.ph,M,2003-08-12,(0977) 9130127,PBDE
2021-6879-MN-0,Deshanna,García ,Manabat ,dmgarcía@iskolarngbayan.pup.edu.ph,M,2004-02-06,(0978) 3777133,AB-PHILO
2021-7624-MN-0,Kristene,Bartolomé ,Martín ,kmbartolomé@iskolarngbayan.pup.edu.ph,M,2004-07-11,(0954) 6874205,ABF
2021-5313-MN-0,Jt,de Jesús ,Rubio ,jrde jesús@iskolarngbayan.pup.edu.ph,M,2003-07-12,(0937) 8157428,BAH
2021-8415-MN-0,Shavonda,Belén ,Encarnación ,sebelén@iskolarngbayan.pup.edu.ph,M,2002-10-11,(0965) 2707343,BTLEd-ICT
2021-5415-MN-0,Kelliann,Javier ,Salvador ,ksjavier@iskolarngbayan.pup.edu.ph,F,2002-04-17,(0945) 4433536,BSEd-ENG
2021-1388-MN-0,Melandie,Burgos ,Soria ,msburgos@iskolarngbayan.pup.edu.ph,M,2003-05-14,(0937) 6732966,BTLEd-IA
2021-8947-MN-0,Demetra,Montemayor ,Cariaga ,dcmontemayor@iskolarngbayan.pup.edu.ph,F,2003-07-12,(0964) 9138951,BSEd-FIL
2021-1341-MN-0,Jorje,Calderón ,Solis ,jscalderón@iskolarngbayan.pup.edu.ph,F,2003-04-29,(0936) 6041901,BSCpE
2021-5314-MN-0,Juanmanuel,Toledo ,Centeno ,jctoledo@iskolarngbayan.pup.edu.ph,M,2002-04-02,(0997) 1366063,MPES
2021-5350-MN-0,Teela,Barrientos ,Roa ,trbarrientos@iskolarngbayan.pup.edu.ph,M,2004-01-08,(0926) 6798720,BAS
2021-5228-MN-0,Preston,Andrés ,Salazar ,psandrés@iskolarngbayan.pup.edu.ph,M,2003-05-21,(0917) 5850195,DPA
2021-8688-MN-0,Shateria,Enríquez ,Delima ,sdenríquez@iskolarngbayan.pup.edu.ph,M,2002-01-10,(0997) 1050928,BSSTAT
2021-5451-MN-0,Ameshia,Villamor ,Pacheco ,apvillamor@iskolarngbayan.pup.edu.ph,M,2003-11-14,(0936) 4670407,BSTRM
2021-6956-MN-0,Katlin,Concepción ,Vásquez ,kvconcepción@iskolarngbayan.pup.edu.ph,M,2003-07-26,(0945) 2357964,BSIE
2021-0425-MN-0,Perlita,Díaz ,delos Reyes,pddíaz@iskolarngbayan.pup.edu.ph,F,2004-05-30,(0997) 2083444,BA Broadcasting
2021-3597-MN-0,Akram,Pepito ,Macaraeg ,ampepito@iskolarngbayan.pup.edu.ph,M,2004-06-11,(0978) 7969960,BTLEd-HE
2021-7374-MN-0,Therese,Custodio ,Roque ,trcustodio@iskolarngbayan.pup.edu.ph,M,2003-02-05,(0979) 2198235,BAPS
2021-4010-MN-0,Letia,Serrano ,Figueroa ,lfserrano@iskolarngbayan.pup.edu.ph,M,2002-11-20,(0955) 4199139,BPEA
2021-6562-MN-0,Kortnee,Encarnación ,Quijano ,kqencarnación@iskolarngbayan.pup.edu.ph,F,2004-06-26,(0977) 2944197,DPA
2021-9002-MN-0,Jami,Sagun ,Cunanan ,jcsagun@iskolarngbayan.pup.edu.ph,F,2002-09-10,(0906) 7098840,BSEd-SS
2021-2802-MN-0,Lucian,Suárez ,Buenaventura ,lbsuárez@iskolarngbayan.pup.edu.ph,M,2003-12-31,(0999) 3329298,BSEd-SCI
2021-6941-MN-0,Hamilton,San Pedro ,López ,hlsan pedro@iskolarngbayan.pup.edu.ph,M,2003-11-01,(0973) 6241059,BSIT
2021-9644-MN-0,Keshonda,Bartolomé ,Montes ,kmbartolomé@iskolarngbayan.pup.edu.ph,M,2004-12-17,(0979) 2320705,BAPS
2021-0240-MN-0,Barbara,Raymundo ,Dimaano ,bdraymundo@iskolarngbayan.pup.edu.ph,M,2003-12-22,(0964) 9134145,BSCHEM
2021-5380-MN-0,Baldemar,Lao ,Porras ,bplao@iskolarngbayan.pup.edu.ph,F,2003-04-08,(0917) 9369427,MAELT
2021-1826-MN-0,Cherylanne,Chan ,Campos ,ccchan@iskolarngbayan.pup.edu.ph,M,2003-10-09,(0954) 5686772,BSMATH
2021-9946-MN-0,Elchonon,Mata ,Quiambao ,eqmata@iskolarngbayan.pup.edu.ph,M,2002-01-28,(0955) 3966650,BSCE
2021-2811-MN-0,Quinn,Montes ,Canlas ,qcmontes@iskolarngbayan.pup.edu.ph,M,2004-01-23,(0927) 5409603,BSSTAT
2021-6955-MN-0,Jeny,Vicente ,Gregorio ,jgvicente@iskolarngbayan.pup.edu.ph,F,2004-01-19,(0973) 8808229,DCET
2021-7013-MN-0,Valene,Andrade ,Pancho ,vpandrade@iskolarngbayan.pup.edu.ph,M,2004-04-07,(0974) 9876029,BSSTAT
2021-7348-MN-0,Tabatha,Cruz ,Sánchez ,tscruz@iskolarngbayan.pup.edu.ph,F,2004-09-27,(0999) 3637457,MEM-EL
2021-4415-MN-0,Ryan,Guzmán ,Peralta ,rpguzmán@iskolarngbayan.pup.edu.ph,F,2003-03-07,(0974) 9244024,BAS
2021-2220-MN-0,Devri,Miguel ,Sy ,dsmiguel@iskolarngbayan.pup.edu.ph,M,2002-11-07,(0975) 6512968,DECET
2021-3875-MN-0,Ronna,Abdullah ,Mallari ,rmabdullah@iskolarngbayan.pup.edu.ph,F,2002-11-16,(0926) 1596602,BSEP
2021-3369-MN-0,Gillian,Cruz ,Galicia ,ggcruz@iskolarngbayan.pup.edu.ph,F,2003-09-04,(0999) 4950092,BSEP
2021-3293-MN-0,Kateria,Bermúdez ,Gamboa ,kgbermúdez@iskolarngbayan.pup.edu.ph,F,2004-12-31,(0917) 5708982,MAED-TCA
2021-3444-MN-0,Konstance,Centeno ,Marasigan ,kmcenteno@iskolarngbayan.pup.edu.ph,M,2002-03-22,(0955) 3927335,DEET
2021-7634-MN-0,Rolland,Guerrero ,Omar ,roguerrero@iskolarngbayan.pup.edu.ph,M,2003-05-24,(0998) 9430080,BPEA
2021-2522-MN-0,Lemario,Conde ,Ocampo ,loconde@iskolarngbayan.pup.edu.ph,M,2002-12-25,(0954) 1346585,MPES
2021-3078-MN-0,Jamilyn,Miguel ,Mahilum ,jmmiguel@iskolarngbayan.pup.edu.ph,F,2004-08-14,(0977) 2197410,BSIE
2021-3153-MN-0,Stephania,Romano ,Alvarado ,saromano@iskolarngbayan.pup.edu.ph,M,2004-01-12,(0916) 7717515,BS-ARCH
2021-2582-MN-0,Shaylah,Castro,Pancho ,spcastro@iskolarngbayan.pup.edu.ph,F,2004-07-02,(0916) 3460472,BSTRM
2021-7115-MN-0,Sheridan,Pasión ,Barrios ,sbpasión@iskolarngbayan.pup.edu.ph,M,2004-05-25,(0977) 1995189,BSEd-FIL
2021-0711-MN-0,Alissa,Natividad ,Quiñones ,aqnatividad@iskolarngbayan.pup.edu.ph,F,2004-02-18,(0935) 6181726,MEM-IL
2021-9049-MN-0,Demorris,Cunanan ,Ibáñez ,dicunanan@iskolarngbayan.pup.edu.ph,F,2004-06-08,(0945) 6617447,DCET
2021-1213-MN-0,Shuntel,Recto ,Gallardo ,sgrecto@iskolarngbayan.pup.edu.ph,F,2004-05-15,(0974) 9642785,BTLEd-HE
2021-2698-MN-0,Vashon,Ocampo ,Palma ,vpocampo@iskolarngbayan.pup.edu.ph,F,2004-06-14,(0926) 9522456,BSPHY
2021-8898-MN-0,Jay,Castañeda ,Díaz ,jdcastañeda@iskolarngbayan.pup.edu.ph,F,2002-03-31,(0945) 4301390,MAED-TCA
2021-3843-MN-0,Deontray,Magallanes ,Quiambao ,dqmagallanes@iskolarngbayan.pup.edu.ph,M,2004-10-29,(0955) 8824837,DEM
2021-7089-MN-0,Chandel,Ong ,Andrada ,caong@iskolarngbayan.pup.edu.ph,F,2004-04-11,(0927) 5258418,DOMT
2021-6150-MN-0,Ricci,Guillermo ,Manalo ,rmguillermo@iskolarngbayan.pup.edu.ph,F,2003-12-19,(0978) 7372828,BAS
2021-1746-MN-0,Rosalia,José ,Castro,rcjosé@iskolarngbayan.pup.edu.ph,F,2002-12-29,(0905) 6964582,BLIS
2021-9307-MN-0,Michaelle,Salonga ,Quijano ,mqsalonga@iskolarngbayan.pup.edu.ph,M,2004-02-04,(0974) 8770282,BSMA
2021-0243-MN-0,Reba,Delfín ,Angeles ,radelfín@iskolarngbayan.pup.edu.ph,M,2003-09-07,(0917) 8773250,BECEd
2021-8110-MN-0,Winfred,Burgos ,Esteban ,weburgos@iskolarngbayan.pup.edu.ph,F,2004-01-26,(0997) 2291125,BSCHEM
2021-6541-MN-0,Jamille,Miguel ,Magno ,jmmiguel@iskolarngbayan.pup.edu.ph,M,2003-12-14,(0917) 7621581,ABF
2021-1814-MN-0,Kailen,Clemente ,Baltazar ,kbclemente@iskolarngbayan.pup.edu.ph,M,2003-08-03,(0935) 3908026,BSMA
2021-2530-MN-0,Stephone,Cordero ,Calma ,sccordero@iskolarngbayan.pup.edu.ph,F,2003-05-27,(0964) 6995841,MAEd-ME
2021-3641-MN-0,Samanta,Esguerra ,Villar ,svesguerra@iskolarngbayan.pup.edu.ph,M,2004-12-05,(0964) 9099488,BAJ
2021-6092-MN-0,Brandie,del Rosario ,dela Torre ,bddel rosario@iskolarngbayan.pup.edu.ph,M,2004-07-04,(0999) 2499529,BEEd
2021-8258-MN-0,Corene,Guevarra ,Crisóstomo ,ccguevarra@iskolarngbayan.pup.edu.ph,M,2003-09-01,(0954) 4413875,MPA
2021-1701-MN-0,Jakki,Pangan ,Bravo ,jbpangan@iskolarngbayan.pup.edu.ph,F,2002-11-16,(0975) 5372362,AB-PHILO
2021-5377-MN-0,Teriann,Alegre ,Apostol ,taalegre@iskolarngbayan.pup.edu.ph,M,2003-10-30,(0979) 2946849,BSFT
2021-6128-MN-0,Froylan,David ,Dimaano ,fddavid@iskolarngbayan.pup.edu.ph,M,2002-01-31,(0926) 6024925,BAS
2021-7076-MN-0,Eldon,Alarcón ,Alarcón ,eaalarcón@iskolarngbayan.pup.edu.ph,M,2004-12-17,(0978) 7437524,MAELT
2021-4868-MN-0,Jemma,Salcedo ,Sagun ,jssalcedo@iskolarngbayan.pup.edu.ph,F,2003-01-12,(0906) 9396384,MAEd-ME
2021-1788-MN-0,Elsy,Añonuevo ,Hipolito ,ehañonuevo@iskolarngbayan.pup.edu.ph,M,2002-09-02,(0917) 5687255,BS-ARCH
2021-7599-MN-0,Bernardino,Andrés ,Tolentino ,btandrés@iskolarngbayan.pup.edu.ph,F,2003-10-09,(0935) 5889413,BSEP
2021-9010-MN-0,Carianne,Carillo ,Águila ,cácarillo@iskolarngbayan.pup.edu.ph,M,2004-02-08,(0945) 6141632,BSBAFM
2021-1160-MN-0,Freda,Mójica ,Alfaro ,famójica@iskolarngbayan.pup.edu.ph,M,2003-06-25,(0978) 1299521,BADPR
2021-6305-MN-0,Lao,Herrera ,Lara ,llherrera@iskolarngbayan.pup.edu.ph,M,2002-08-03,(0906) 4468166,BSA
2021-4147-MN-0,Shakia,Vega ,Villa ,svvega@iskolarngbayan.pup.edu.ph,M,2002-01-19,(0936) 2587247,BSRE
2021-0059-MN-0,Devron,Ariola ,San Juan ,dsariola@iskolarngbayan.pup.edu.ph,M,2003-01-03,(0999) 2484385,BSIE
2021-3787-MN-0,Paulmichael,Roa ,Hilario ,phroa@iskolarngbayan.pup.edu.ph,M,2004-12-17,(0976) 1063647,BSE
2021-2941-MN-0,Gaven,Pepito ,Villaruel ,gvpepito@iskolarngbayan.pup.edu.ph,M,2003-07-22,(0954) 8155425,BAJ
2021-6837-MN-0,Cesario,Salvador ,Delfín ,cdsalvador@iskolarngbayan.pup.edu.ph,F,2002-03-29,(0964) 8778502,BPE
2021-6894-MN-0,Dewey,Malabanan ,Musa ,dmmalabanan@iskolarngbayan.pup.edu.ph,M,2003-06-07,(0926) 9390946,MBA
2021-4643-MN-0,Debi,Quinto ,Dulay ,ddquinto@iskolarngbayan.pup.edu.ph,M,2004-11-02,(0965) 6554756,BAPE
2021-1724-MN-0,Jonika,Mendoza ,Barrios ,jbmendoza@iskolarngbayan.pup.edu.ph,M,2003-04-28,(0979) 6413816,DBA
2021-3638-MN-0,Jeriah,delos Santos ,Silvestre ,jsdelos santos@iskolarngbayan.pup.edu.ph,M,2002-10-22,(0926) 6689566,BSESS
2021-8146-MN-0,Raynor,Solomón ,Julián ,rjsolomón@iskolarngbayan.pup.edu.ph,F,2003-03-25,(0937) 7239249,BAJ
2021-7231-MN-0,Neng,Mendez ,Viernes ,nvmendez@iskolarngbayan.pup.edu.ph,F,2004-12-27,(0937) 8329686,MBA
2021-4203-MN-0,Marcia,Gallego ,Andal ,magallego@iskolarngbayan.pup.edu.ph,F,2002-02-12,(0976) 1537657,BLIS
2021-8237-MN-0,Ndrew,Ibrahim ,Bernardino ,nbibrahim@iskolarngbayan.pup.edu.ph,M,2002-05-19,(0905) 6228608,DMET
2021-0568-MN-0,Bianca,Sultan ,Macaraeg ,bmsultan@iskolarngbayan.pup.edu.ph,F,2003-09-08,(0953) 7018399,MAEd-ME
2021-4256-MN-0,Ramina,Domingo ,Peralta ,rpdomingo@iskolarngbayan.pup.edu.ph,M,2004-12-26,(0978) 8714052,MLIS
2021-5586-MN-0,Carlson,Vega ,Ignacio ,civega@iskolarngbayan.pup.edu.ph,M,2002-05-11,(0999) 4803683,MAEd-ME
2021-9201-MN-0,Karin,Sandoval ,Villarín ,kvsandoval@iskolarngbayan.pup.edu.ph,F,2002-05-28,(0963) 5797521,BAIS
2021-7371-MN-0,Jonas,Cortés ,Fuentes ,jfcortés@iskolarngbayan.pup.edu.ph,F,2002-07-26,(0965) 8469913,BTLEd-IA
2021-0847-MN-0,Shruti,Malinao ,Verano ,svmalinao@iskolarngbayan.pup.edu.ph,F,2003-11-28,(0978) 2654679,MPES
2021-8975-MN-0,Trenika,Omar ,Rodríguez ,tromar@iskolarngbayan.pup.edu.ph,F,2002-09-30,(0975) 6852207,BSESS
2021-2317-MN-0,Vinita,Mangubat ,Pancho ,vpmangubat@iskolarngbayan.pup.edu.ph,M,2003-12-19,(0954) 9090629,BAJ
2021-1699-MN-0,Romaine,Cano ,Canoy ,rccano@iskolarngbayan.pup.edu.ph,F,2003-07-20,(0927) 6668751,BSMATH
2021-4232-MN-0,Dawnelle,Sánchez ,Salazar ,dssánchez@iskolarngbayan.pup.edu.ph,M,2002-05-18,(0998) 5350889,MAEd-ME
2021-9482-MN-0,Colbi,Lim ,Paz ,cplim@iskolarngbayan.pup.edu.ph,M,2004-01-29,(0906) 8670535,BSA
2021-8511-MN-0,Sahra,Pepito ,Meneses ,smpepito@iskolarngbayan.pup.edu.ph,F,2004-01-13,(0905) 2578152,DBA
2021-5011-MN-0,Brisa,Bacani ,Cristóbal ,bcbacani@iskolarngbayan.pup.edu.ph,M,2004-07-08,(0935) 4821463,BECEd
2021-5675-MN-0,Shalyce,Alejo ,Apostol ,saalejo@iskolarngbayan.pup.edu.ph,M,2004-10-14,(0917) 8451777,BAH
2021-4918-MN-0,Wayman,Dimaano ,Gamboa ,wgdimaano@iskolarngbayan.pup.edu.ph,F,2003-02-02,(0936) 5577590,BPE
2021-4169-MN-0,Shar,Atienza ,Ancheta ,saatienza@iskolarngbayan.pup.edu.ph,M,2003-10-13,(0974) 2625096,BSPHY
2021-0038-MN-0,Hawley,Lee ,Palma ,hplee@iskolarngbayan.pup.edu.ph,F,2002-01-24,(0999) 6579402,MPA
2021-2521-MN-0,Kymber,Mójica ,Bóndoc ,kbmójica@iskolarngbayan.pup.edu.ph,M,2003-06-04,(0978) 8098853,BSA
2021-9911-MN-0,Ebonique,Acuña ,Chan ,ecacuña@iskolarngbayan.pup.edu.ph,F,2002-03-12,(0916) 4016591,MLIS
2021-7335-MN-0,Tascha,Robles ,Andaya ,tarobles@iskolarngbayan.pup.edu.ph,M,2004-04-12,(0973) 1846416,BS-ARCH
2021-6244-MN-0,Chadric,Villarín ,Espino ,cevillarín@iskolarngbayan.pup.edu.ph,F,2004-03-20,(0927) 6779090,BSPSY
2021-9859-MN-0,Aparna,Mendiola ,Malinao ,ammendiola@iskolarngbayan.pup.edu.ph,F,2003-02-11,(0997) 5336078,MEM-IL
2021-5909-MN-0,Kandise,Hipolito ,San Pedro ,kshipolito@iskolarngbayan.pup.edu.ph,M,2003-01-18,(0979) 5007729,BSCS
2021-4124-MN-0,Carlie,Sultan ,Castañeda ,ccsultan@iskolarngbayan.pup.edu.ph,M,2003-09-15,(0998) 7999366,MBA
2021-8510-MN-0,Bobby,Junio ,Franco ,bfjunio@iskolarngbayan.pup.edu.ph,M,2003-05-10,(0965) 2702695,BSND
2021-3989-MN-0,Chico,Zabala ,Alegre ,cazabala@iskolarngbayan.pup.edu.ph,M,2002-01-23,(0906) 4124659,MAELT
2021-1317-MN-0,Jennipher,Burgos ,Amante ,jaburgos@iskolarngbayan.pup.edu.ph,M,2003-08-16,(0927) 7591189,DPA
2021-0601-MN-0,Cristinia,Marcelino ,Antonio ,camarcelino@iskolarngbayan.pup.edu.ph,F,2004-04-19,(0998) 2788812,BSEd-FIL
2021-2447-MN-0,Laterria,Delgado ,Andal ,ladelgado@iskolarngbayan.pup.edu.ph,F,2002-09-09,(0976) 9463820,BSEd-SCI
2021-1975-MN-0,Valerie,Lucas ,Alegre ,valucas@iskolarngbayan.pup.edu.ph,M,2003-07-30,(0973) 4310794,BAPE
2021-3423-MN-0,Abbey,Ronquillo ,Mendoza ,amronquillo@iskolarngbayan.pup.edu.ph,F,2004-02-19,(0955) 8023392,BTLEd-IA
2021-7982-MN-0,Meaghen,Cruz ,Cordero ,mccruz@iskolarngbayan.pup.edu.ph,F,2002-03-06,(0915) 8165386,DICT
2021-6830-MN-0,Tacy,de la Cruz ,Alejo ,tade la cruz@iskolarngbayan.pup.edu.ph,F,2003-01-19,(0917) 3392810,MAEd-ME
2021-8868-MN-0,Karri,Rosario ,Ortega ,korosario@iskolarngbayan.pup.edu.ph,M,2004-12-30,(0937) 2943405,BSOA
2021-5111-MN-0,Teresa,Lázaro ,delos Reyes,tdlázaro@iskolarngbayan.pup.edu.ph,F,2004-09-20,(0945) 7850959,BSBIO
2021-9133-MN-0,Merl,Beltrán ,Marcelo ,mmbeltrán@iskolarngbayan.pup.edu.ph,F,2003-01-12,(0936) 1165472,BSMA
2021-3186-MN-0,Dedra,Francisco ,Alegre ,dafrancisco@iskolarngbayan.pup.edu.ph,F,2002-07-17,(0977) 2079141,DCET
2021-6076-MN-0,Cyra,Manabat ,Nicolás ,cnmanabat@iskolarngbayan.pup.edu.ph,M,2004-03-08,(0926) 9343297,BSTM
2021-8639-MN-0,Guadalupe,Osorio ,Solomón ,gsosorio@iskolarngbayan.pup.edu.ph,F,2004-01-17,(0976) 5757416,MLIS
2021-1177-MN-0,Edilberto,Medrano ,Baguio ,ebmedrano@iskolarngbayan.pup.edu.ph,M,2004-11-10,(0935) 2903103,BSTRM
2021-3238-MN-0,Zarinah,Caballero ,dela Vega ,zdcaballero@iskolarngbayan.pup.edu.ph,M,2002-02-22,(0915) 6088231,BSPHY
2021-6434-MN-0,Levina,Mendoza ,Sandoval ,lsmendoza@iskolarngbayan.pup.edu.ph,M,2003-01-20,(0978) 8813589,BSIT
2021-3500-MN-0,Lev,Arellano ,Reyes ,lrarellano@iskolarngbayan.pup.edu.ph,F,2004-06-06,(0916) 2969328,BSRE
2021-5818-MN-0,Jameal,dela Cerna ,delos Reyes,jddela cerna@iskolarngbayan.pup.edu.ph,F,2004-07-23,(0917) 9017536,DCET
2021-6683-MN-0,Dominquie,Bustamante ,Dy ,ddbustamante@iskolarngbayan.pup.edu.ph,M,2004-09-16,(0906) 4882626,BSBAFM
2021-7834-MN-0,Keath,Salas ,Evangelista ,kesalas@iskolarngbayan.pup.edu.ph,F,2002-08-04,(0964) 6862112,BPE
